filename,label,duration,mfcc1_mean,mfcc1_std,mfcc2_mean,mfcc2_std,mfcc3_mean,mfcc3_std,mfcc4_mean,mfcc4_std,mfcc5_mean,mfcc5_std,mfcc6_mean,mfcc6_std,mfcc7_mean,mfcc7_std,mfcc8_mean,mfcc8_std,mfcc9_mean,mfcc9_std,mfcc10_mean,mfcc10_std,mfcc11_mean,mfcc11_std,mfcc12_mean,mfcc12_std,mfcc13_mean,mfcc13_std,rms_mean,rms_std,centroid_mean,centroid_std,zcr_mean,pitch_median,pitch_mean,pitch_std
car_extcoll0156.mp3,Angry,4.2057142857142855,-494.14337158203125,26.98712921142578,113.23764038085938,20.513748168945312,-31.941335678100586,14.118256568908691,56.04520034790039,8.457942962646484,-13.405220031738281,9.400857925415039,0.6790674328804016,8.818519592285156,15.246941566467285,7.880833625793457,-11.772375106811523,7.21375846862793,4.148698329925537,9.490747451782227,-11.527175903320312,10.161243438720703,-1.9802405834197998,10.475311279296875,-7.472874164581299,11.770275115966797,-5.046352386474609,9.857998847961426,0.009988282807171345,0.007138116750866175,1416.0755435319475,434.4978521601485,0.06928228021978022,407.442138671875,399.896728515625,165.5481719970703
car_extcoll0162.mp3,Angry,6.0081632653061225,-578.9833984375,96.71124267578125,45.89601516723633,46.23781204223633,-4.202195644378662,45.61436080932617,-6.908636569976807,20.74008560180664,-11.51889705657959,18.225631713867188,2.059157133102417,19.982494354248047,-4.907246112823486,16.95996856689453,-6.370375156402588,14.407336235046387,-7.416413307189941,12.916671752929688,-7.194943904876709,12.929651260375977,-15.34460735321045,12.167852401733398,-9.210174560546875,12.633942604064941,-15.20052719116211,13.280965805053711,0.011532691307365894,0.014456228353083134,2219.768670314276,1909.078792142445,0.16202642374517376,422.3900146484375,795.1563720703125,742.9824829101562
car_extcoll0169.mp3,Angry,3.422040816326531,-309.7813720703125,76.09403991699219,106.1097412109375,48.62735366821289,-3.4902377128601074,45.100502014160156,39.78173828125,26.23076820373535,-25.27416229248047,26.90212059020996,2.289547920227051,14.270644187927246,-14.057278633117676,22.537269592285156,-15.124224662780762,14.779899597167969,21.052099227905273,19.65401268005371,6.812073707580566,22.75815773010254,8.562966346740723,26.279422760009766,-6.321829319000244,17.459896087646484,-6.213608264923096,26.00045394897461,0.10700412094593048,0.07250187546014786,1301.0325325451581,337.55208669100455,0.07283968538851351,692.43603515625,692.431396484375,261.84637451171875
car_extcoll0171.mp3,Angry,2.9257142857142857,-259.6121826171875,47.3742561340332,113.83076477050781,43.41271209716797,-39.57342529296875,24.079769134521484,32.93827438354492,19.04934310913086,-43.83756637573242,28.580610275268555,25.928142547607422,18.59268569946289,-4.508137226104736,15.33448600769043,-13.80099868774414,13.13760757446289,32.779624938964844,19.70631217956543,-1.561455488204956,14.099821090698242,0.9533792734146118,12.876684188842773,-2.985499143600464,12.245546340942383,10.270855903625488,12.391731262207031,0.09281490743160248,0.0628371387720108,1648.272694948361,434.7323067266692,0.08251568651574803,632.8626708984375,593.0549926757812,313.3818664550781
car_extcoll0172.mp3,Angry,3.944489795918367,-253.18482971191406,36.89246368408203,130.52462768554688,27.84956169128418,-26.96145248413086,17.61113929748535,34.69058609008789,18.73565101623535,-36.291847229003906,21.92349624633789,19.172555923461914,11.896244049072266,2.1366384029388428,12.464548110961914,-15.507482528686523,13.091791152954102,18.18982696533203,11.832523345947266,-0.28026723861694336,10.78309154510498,8.98401927947998,10.408528327941895,3.271790027618408,8.637520790100098,5.581329345703125,13.459094047546387,0.07547952234745026,0.05150952190160751,1427.44318954248,316.6378530390232,0.06976102941176471,573.3231201171875,526.1868286132812,207.98985290527344
car_extcoll0174.mp3,Angry,3.944489795918367,-274.1907653808594,45.265228271484375,110.10992431640625,49.73453140258789,-38.95707702636719,26.871305465698242,22.814420700073242,19.744953155517578,-35.561431884765625,34.743743896484375,17.395694732666016,12.546849250793457,2.6532559394836426,15.185285568237305,-16.63779640197754,19.948444366455078,25.186534881591797,19.913976669311523,2.254321575164795,12.891550064086914,-1.5182050466537476,15.530279159545898,-0.8583478331565857,16.81922149658203,0.5072264671325684,13.173624992370605,0.08364859968423843,0.0736035406589508,1519.1089959076123,458.85622648529215,0.07765682444852941,548.0645751953125,524.9552612304688,287.3864440917969
car_extcoll0175.mp3,Angry,4.41469387755102,-277.225830078125,64.78680419921875,86.95162963867188,49.04063415527344,-48.60868453979492,23.45305061340332,18.014347076416016,27.291336059570312,-49.625450134277344,30.780776977539062,18.368452072143555,12.984447479248047,-11.31392765045166,19.126922607421875,-16.090669631958008,16.378582000732422,33.80731964111328,26.55174446105957,-13.387354850769043,14.753195762634277,-10.527579307556152,22.744714736938477,-0.015191202983260155,16.503381729125977,5.873910427093506,17.108266830444336,0.10858943313360214,0.08505482971668243,1749.1441406828421,308.6828408614477,0.09914410176701571,670.194091796875,673.1004028320312,321.1793212890625
car_extcoll0177.mp3,Angry,7.026938775510204,-234.33523559570312,41.14082336425781,118.20420837402344,36.0587158203125,-72.24980926513672,25.067981719970703,30.992027282714844,14.484850883483887,-38.59218215942383,22.5523738861084,18.577611923217773,15.858831405639648,2.613785982131958,11.972065925598145,-7.924577236175537,12.741601943969727,28.66224479675293,16.180179595947266,-8.265481948852539,13.481400489807129,7.823415279388428,10.425551414489746,8.217012405395508,11.635698318481445,9.495808601379395,16.762086868286133,0.10819916427135468,0.06020316481590271,1684.5139750169778,327.1237248122774,0.0962268590140264,714.0277099609375,811.8001098632812,326.220947265625
car_extcoll0191.mp3,Angry,5.328979591836735,-636.101806640625,81.673828125,124.62779998779297,45.12669372558594,7.850740909576416,29.655176162719727,-2.4154391288757324,21.518415451049805,-4.350868225097656,18.703161239624023,5.152593612670898,17.422853469848633,1.646698236465454,16.102018356323242,9.123690605163574,16.147188186645508,4.738816261291504,13.517143249511719,-3.052166700363159,13.610729217529297,3.230496883392334,20.541881561279297,5.261685371398926,18.490392684936523,-1.3959628343582153,18.55820655822754,0.00242051319219172,0.001417115330696106,1585.447229847625,985.6804360444469,0.08719004755434782,486.0329284667969,684.1084594726562,502.86566162109375
car_extcoll0212.mp3,Angry,5.511836734693878,-483.7974853515625,87.11251068115234,81.20902252197266,34.90839767456055,25.174678802490234,58.482730865478516,22.6981143951416,25.71009635925293,-0.8935676217079163,21.318859100341797,2.7412643432617188,17.969409942626953,-0.890408456325531,14.21733570098877,-1.651554822921753,15.038980484008789,-7.70078706741333,19.511104583740234,-5.29561710357666,12.319418907165527,-8.35898208618164,12.898008346557617,-14.329127311706543,14.459711074829102,-3.5979971885681152,8.796972274780273,0.02415262907743454,0.02607307769358158,968.7804350107606,420.7589536823257,0.04182012648809524,329.8397216796875,408.5357971191406,278.52740478515625
